area_id,state_ut,city_town,rank_in_city,area_name,area_basis,price_low_psf,price_high_psf,bear_cagr_pct,base_cagr_pct,bull_cagr_pct,water_score,water_risk_label,development_score,liquidity_score,developer_score,overall_score,confidence_grade,source_type,source_reliability,verification_status,source_url,live_developments,in_progress_developments,planned_developments,investment_thesis,risk_1,risk_2,risk_3,last_refreshed_at
MAH_NAGP_08,Maharashtra,Nagpur,8,Nagpur Highway growth belt,SEED - replace/refresh with discovered candidates,8967,15333,4.1,7.1,10.6,75,Lower,44,68,51,56,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Nagpur Highway growth belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_NAGP_09,Maharashtra,Nagpur,9,Nagpur Emerging residential extension,SEED - replace/refresh with discovered candidates,10300,18849,5.5,8.5,12.0,64,Moderate,41,43,90,56,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Nagpur Emerging residential extension is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_NAGP_10,Maharashtra,Nagpur,10,Nagpur Peripheral village cluster,SEED - replace/refresh with discovered candidates,8919,12040,7.699999999999999,10.7,14.2,54,Moderate,86,35,77,62,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Nagpur Peripheral village cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_NASH_01,Maharashtra,Nashik,1,Nashik Airport corridor,SEED - replace/refresh with discovered candidates,6655,9782,3.5,6.5,10.0,57,Moderate,70,51,46,52,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Nashik Airport corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_NASH_02,Maharashtra,Nashik,2,Nashik Outer ring road fringe,SEED - replace/refresh with discovered candidates,6760,10748,4.9,7.9,11.4,77,Lower,55,48,48,56,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Nashik Outer ring road fringe is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_NASH_03,Maharashtra,Nashik,3,Nashik Industrial estate belt,SEED - replace/refresh with discovered candidates,7851,13425,3.5999999999999996,6.6,10.1,85,Lower,61,53,85,64,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Nashik Industrial estate belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_NASH_04,Maharashtra,Nashik,4,Nashik New township zone,SEED - replace/refresh with discovered candidates,5821,10652,10.4,13.4,16.9,65,Moderate,71,71,67,70,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Nashik New township zone is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_NASH_05,Maharashtra,Nashik,5,Nashik University/education cluster,SEED - replace/refresh with discovered candidates,6194,8361,8.0,11.0,14.5,64,Moderate,84,93,39,69,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Nashik University/education cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_NASH_06,Maharashtra,Nashik,6,Nashik Logistics corridor,SEED - replace/refresh with discovered candidates,7641,11232,5.699999999999999,8.7,12.2,41,High,70,77,74,61,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Nashik Logistics corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_NASH_07,Maharashtra,Nashik,7,Nashik Metro/proposed transit node,SEED - replace/refresh with discovered candidates,7458,11858,5.0,8.0,11.5,60,Moderate,66,70,44,57,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Nashik Metro/proposed transit node is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_NASH_08,Maharashtra,Nashik,8,Nashik Highway growth belt,SEED - replace/refresh with discovered candidates,4776,8166,8.8,11.8,15.3,81,Lower,76,45,73,69,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Nashik Highway growth belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_NASH_09,Maharashtra,Nashik,9,Nashik Emerging residential extension,SEED - replace/refresh with discovered candidates,3826,7001,5.800000000000001,8.8,12.3,61,Moderate,47,42,66,53,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Nashik Emerging residential extension is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_NASH_10,Maharashtra,Nashik,10,Nashik Peripheral village cluster,SEED - replace/refresh with discovered candidates,5846,7892,3.9000000000000004,6.9,10.4,86,Lower,82,56,73,67,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Nashik Peripheral village cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_AURA_01,Maharashtra,Aurangabad,1,Aurangabad Airport corridor,SEED - replace/refresh with discovered candidates,6359,9347,4.8,7.8,11.3,53,Moderate,56,69,68,57,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Aurangabad Airport corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_AURA_02,Maharashtra,Aurangabad,2,Aurangabad Outer ring road fringe,SEED - replace/refresh with discovered candidates,5331,8476,4.9,7.9,11.4,52,Moderate,81,61,58,59,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Aurangabad Outer ring road fringe is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_AURA_03,Maharashtra,Aurangabad,3,Aurangabad Industrial estate belt,SEED - replace/refresh with discovered candidates,7939,13575,9.8,12.8,16.3,64,Moderate,49,35,82,61,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Aurangabad Industrial estate belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_AURA_04,Maharashtra,Aurangabad,4,Aurangabad New township zone,SEED - replace/refresh with discovered candidates,9086,16627,5.4,8.4,11.9,69,Moderate,59,40,42,53,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Aurangabad New township zone is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_AURA_05,Maharashtra,Aurangabad,5,Aurangabad University/education cluster,SEED - replace/refresh with discovered candidates,2590,3496,6.0,9.0,12.5,50,Moderate,74,63,48,57,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Aurangabad University/education cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_AURA_06,Maharashtra,Aurangabad,6,Aurangabad Logistics corridor,SEED - replace/refresh with discovered candidates,6147,9036,4.8,7.8,11.3,87,Lower,53,67,70,65,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Aurangabad Logistics corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_AURA_07,Maharashtra,Aurangabad,7,Aurangabad Metro/proposed transit node,SEED - replace/refresh with discovered candidates,1950,3100,9.8,12.8,16.3,86,Lower,66,60,75,73,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Aurangabad Metro/proposed transit node is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_AURA_08,Maharashtra,Aurangabad,8,Aurangabad Highway growth belt,SEED - replace/refresh with discovered candidates,8442,14435,5.5,8.5,12.0,55,Moderate,62,53,59,55,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Aurangabad Highway growth belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_AURA_09,Maharashtra,Aurangabad,9,Aurangabad Emerging residential extension,SEED - replace/refresh with discovered candidates,3573,6538,9.7,12.7,16.2,47,High,82,94,50,69,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Aurangabad Emerging residential extension is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAH_AURA_10,Maharashtra,Aurangabad,10,Aurangabad Peripheral village cluster,SEED - replace/refresh with discovered candidates,5582,7535,4.7,7.7,11.2,43,High,76,93,60,62,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Aurangabad Peripheral village cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_IMPH_01,Manipur,Imphal,1,Imphal Airport corridor,SEED - replace/refresh with discovered candidates,6481,9527,7.6,10.6,14.1,44,High,56,79,52,58,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Imphal Airport corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_IMPH_02,Manipur,Imphal,2,Imphal Outer ring road fringe,SEED - replace/refresh with discovered candidates,12766,20297,5.1,8.1,11.6,60,Moderate,72,49,88,62,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Imphal Outer ring road fringe is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_IMPH_03,Manipur,Imphal,3,Imphal Industrial estate belt,SEED - replace/refresh with discovered candidates,2836,4849,4.9,7.9,11.4,68,Moderate,85,37,48,58,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Imphal Industrial estate belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_IMPH_04,Manipur,Imphal,4,Imphal New township zone,SEED - replace/refresh with discovered candidates,3605,6597,6.0,9.0,12.5,54,Moderate,83,81,78,68,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Imphal New township zone is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_IMPH_05,Manipur,Imphal,5,Imphal University/education cluster,SEED - replace/refresh with discovered candidates,8386,11321,4.0,7.0,10.5,76,Lower,65,65,52,60,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Imphal University/education cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_IMPH_06,Manipur,Imphal,6,Imphal Logistics corridor,SEED - replace/refresh with discovered candidates,12755,18749,6.5,9.5,13.0,70,Lower,72,79,77,70,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Imphal Logistics corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_IMPH_07,Manipur,Imphal,7,Imphal Metro/proposed transit node,SEED - replace/refresh with discovered candidates,3995,6352,6.300000000000001,9.3,12.8,46,High,41,46,59,49,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Imphal Metro/proposed transit node is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_IMPH_08,Manipur,Imphal,8,Imphal Highway growth belt,SEED - replace/refresh with discovered candidates,5374,9189,9.5,12.5,16.0,83,Lower,64,86,40,71,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Imphal Highway growth belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_IMPH_09,Manipur,Imphal,9,Imphal Emerging residential extension,SEED - replace/refresh with discovered candidates,4458,8158,6.300000000000001,9.3,12.8,53,Moderate,78,44,91,63,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Imphal Emerging residential extension is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_IMPH_10,Manipur,Imphal,10,Imphal Peripheral village cluster,SEED - replace/refresh with discovered candidates,3773,5093,4.9,7.9,11.4,65,Moderate,65,74,49,60,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Imphal Peripheral village cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_THOU_01,Manipur,Thoubal,1,Thoubal Airport corridor,SEED - replace/refresh with discovered candidates,4124,6062,3.3,6.3,9.8,72,Lower,79,59,53,60,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Thoubal Airport corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_THOU_02,Manipur,Thoubal,2,Thoubal Outer ring road fringe,SEED - replace/refresh with discovered candidates,12264,19499,5.1,8.1,11.6,68,Moderate,48,45,55,53,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Thoubal Outer ring road fringe is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_THOU_03,Manipur,Thoubal,3,Thoubal Industrial estate belt,SEED - replace/refresh with discovered candidates,8658,14805,7.5,10.5,14.0,58,Moderate,76,40,49,58,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Thoubal Industrial estate belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_THOU_04,Manipur,Thoubal,4,Thoubal New township zone,SEED - replace/refresh with discovered candidates,12239,22397,8.6,11.6,15.1,41,High,45,42,69,52,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Thoubal New township zone is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_THOU_05,Manipur,Thoubal,5,Thoubal University/education cluster,SEED - replace/refresh with discovered candidates,5969,8058,3.5,6.5,10.0,38,High,78,37,92,54,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Thoubal University/education cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_THOU_06,Manipur,Thoubal,6,Thoubal Logistics corridor,SEED - replace/refresh with discovered candidates,6443,9471,10.0,13.0,16.5,35,High,52,40,78,55,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Thoubal Logistics corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_THOU_07,Manipur,Thoubal,7,Thoubal Metro/proposed transit node,SEED - replace/refresh with discovered candidates,8665,13777,4.0,7.0,10.5,57,Moderate,69,54,83,59,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Thoubal Metro/proposed transit node is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_THOU_08,Manipur,Thoubal,8,Thoubal Highway growth belt,SEED - replace/refresh with discovered candidates,2827,4834,8.3,11.3,14.8,68,Moderate,77,49,79,68,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Thoubal Highway growth belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_THOU_09,Manipur,Thoubal,9,Thoubal Emerging residential extension,SEED - replace/refresh with discovered candidates,9404,17209,6.1,9.1,12.6,66,Moderate,50,51,75,59,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Thoubal Emerging residential extension is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_THOU_10,Manipur,Thoubal,10,Thoubal Peripheral village cluster,SEED - replace/refresh with discovered candidates,2407,3249,4.5,7.5,11.0,72,Lower,93,47,67,64,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Thoubal Peripheral village cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_BISH_01,Manipur,Bishnupur,1,Bishnupur Airport corridor,SEED - replace/refresh with discovered candidates,2692,3957,5.800000000000001,8.8,12.3,42,High,74,68,69,59,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Bishnupur Airport corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_BISH_02,Manipur,Bishnupur,2,Bishnupur Outer ring road fringe,SEED - replace/refresh with discovered candidates,6908,10983,6.0,9.0,12.5,66,Moderate,65,45,60,58,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Bishnupur Outer ring road fringe is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_BISH_03,Manipur,Bishnupur,3,Bishnupur Industrial estate belt,SEED - replace/refresh with discovered candidates,6228,10649,6.6,9.6,13.1,76,Lower,91,71,60,71,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Bishnupur Industrial estate belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_BISH_04,Manipur,Bishnupur,4,Bishnupur New township zone,SEED - replace/refresh with discovered candidates,8476,15511,7.4,10.4,13.9,62,Moderate,85,42,58,62,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Bishnupur New township zone is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_BISH_05,Manipur,Bishnupur,5,Bishnupur University/education cluster,SEED - replace/refresh with discovered candidates,2494,3366,2.9000000000000004,5.9,9.4,62,Moderate,75,60,83,61,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Bishnupur University/education cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
MAN_BISH_06,Manipur,Bishnupur,6,Bishnupur Logistics corridor,SEED - replace/refresh with discovered candidates,8666,12739,6.5,9.5,13.0,56,Moderate,56,50,91,60,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Bishnupur Logistics corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
